word,meaning,partOfSpeech,phonetic
"tragic","""""a.悲剧的,悲惨的""""","","/'trædʒik/"
"trail","""""n.踪迹,痕迹;小路 v.追踪,跟踪;拖,拖曳;""""","","/treil/"
"train","""""n.列车;行列,系列,一串 v.训练,培养""""","","/trein/"
"training","""""n.训练,培养""""","","/'treiniŋ/"
"traitor","""""n.叛徒,卖国贼""""","","/'treitə/"
"tram","有轨电车","n.","/træm/"
"tramp","/v步行;沉重的脚步声(走)v.践踏n.流浪者","n.","/træmp/"
"transaction","""""n.办理,处理;交易,事务;(pl.)会报,学报""""","","/træn'zækʃən/"
"transistor","晶体管；晶体管收音机","n.","/træn'sistə/"
"transplant","""""n./v.移植(植物；组织,器官等)；迁移；""""","","/træns'plɑ:nt/"
"trap","陷阱，圈套 vt.诱捕；使中圈套 vi.设圈套","n.","/træp/"
"trash","垃圾；拙劣的作品；渣滓，败类","n.","/træʃ/"
"travel","""""n.旅行 v.旅行;行进,传播""""","","/'trævəl/"
"tray","""""n.盘,碟,托盘""""","","/trei/"
"treason","""""n.谋反,通敌,叛国""""","","/'tri:zən/"
"treat","""""v.对待;治疗;论述;款待,请客 n.款待,请客""""","","/tri:t/"
"treaty","条约，协议，协商","n.","/'tri:ti/"
"tree","""""n.树,树状物  vi.爬上树""""","","/tri:/"
"tremble","""""n.战栗,颤抖 v.发抖,颤抖；摇动；焦虑""""","","/'trembl/"
"tremendous","""""a.巨大的,极大的""""","","/tri'mendəs/"
"trench","(挖)沟，(挖)战壕","n.&v.","/trentʃ/"
"trend","""""n.倾向,趋势 vi.伸向,倾向""""","","/trend/"
"trial","讯问，审讯；试验；试用；尝试","n.","/'traiəl/"
"triangle","三角(形)","n.","/'traiæŋɡl/"
"tribe","种族，部落；(植物，动物)族，类","n.","/traib/"
"tribute","""""n.贡品;颂词,称赞,(表示敬意的)礼物""""","","/'tribju:t/"
"trick","""""n.诡计,骗局;恶作剧;窍门 vt.欺骗,哄骗""""","","/trik/"
"trifle","""""n.少量；小事,琐事 v.玩弄；嬉耍；忽视""""","","/'traifl/"
"trigger","扳机 vt.触发，引起","n.","/'triɡə/"
"trim","""""a.整齐的,整洁的 v./n.整理,修整,装饰""""","","/trim/"
"trip","""""n.旅行,远足 v.绊倒；失足；犯错""""","","/trip/"
"triple","三倍数 a.三倍的;三部分构成的v.使成三倍","n.","/'tripl/"
"trivial","琐碎的;无足轻重的","a.","/'triviəl/"
"trolley","""""n.手推车;(英)无轨电车,(美)有轨电车""""","","/'trɔli/"
"troop","""""n.(pl.)部队,军队;(一)群/队 v.群集,集合""""","","/tru:p/"
"tropic","回归线；[the T-s]热带地区","n.","/'trɔpik/"
"tropical","热带的","a.","/'trɔpikəl/"
"trouble","烦恼;动乱;疾病;故障;辛苦v.(使)烦恼","n.","/'trʌbl/"
"troublesome","""""a.令人烦恼的,讨厌的""""","","/'trʌblsəm/"
"trousers","裤子","n.","/'trauzəz/"
"truck","""""n.卡车,载重汽车""""","","/trʌk/"
"TRUE","真实，不假的；忠实，可靠的；正确无误的","a.","/tru:/"
"trumpet","""""n.喇叭,小号""""","","/'trʌmpit/"
"trunk","""""n.大衣箱,皮箱;(汽车后部)行李箱;树干,躯干""""","","/trʌŋk/"
"trust","""""vt.信任;盼望;委托 n.(in)信任,依赖;委托""""","","/'trʌst/"
"truth","真实，真相；真实性；真理","n.","/tru:θ/"
"try","尝试，试图；试验，试用；审讯 n.尝试","v.","/trai/"
"tub","""""n.木盆,澡盆""""","","/tʌb/"
"tuck","卷起;塞进","v.","/tʌk/"
"tug","用力拖(或拉)；苦干 n.拖；苦干；拖船","v.","/tʌɡ/"
"tuition","学费；(某一学科的)教学，讲授，指导","n.","/tju:'iʃən/"
"tumble","""""v.(使)摔倒;打滚,翻腾 n.摔跤,跌倒""""","","/'tʌmbl/"
"tumour","(tumor)(肿)瘤，肿块","n.","/'tju:mə/"
"tunnel","""""n.隧道,山洞""""","","/'tʌnəl/"
"turbulent","""""a.狂暴的,无秩序的""""","","/'tə:bjulənt/"
"turkey","火鸡(肉)","n.","/'tə:ki/"
"turn","/n.(使)转动;(使)旋转;(使)转变 n.机会","v.","/tə:n/"
"tutor","导师;家庭教师 v.辅导;当导师;当家庭教师","n.","/'tju:tə/"
"twelve","十二 pron./a.十二(个，只...)","num.","/twelv/"
"twenty","二十 pron./a.二十(个，只...)","num.","/'twenti/"
"twice","""""ad.两次,两倍""""","","/twais/"
"twin","""""a.双的,成对的,孪生的 n.孪生子,双生子""""","","/twin/"
"twinkle","(星等)闪烁，(眼情)发亮 n.闪烁，闪光","vi.","/'twiŋkl/"
"twist","捻;拧;扭曲;蜿蜒曲折而行 n.拧;歪曲;曲折","v.","/twist/"
"two","二，两个n.两个(人或物)","num.","/tu:/"
"type","型式，类型；印刷字体；活/铅字 v.打字","n.","/taip/"
"typhoon","台风","n.","/tai'fu:n/"
"typical","""""a.(of)典型的,有代表性的""""","","/'tipikəl/"
"typist","打字员","n.","/'taipist/"
"ugly","""""a.丑陋的,难看的;丑恶的,讨厌的""""","","/'ʌɡli/"
"ultimate","""""a.最后的,最终的;根本的""""","","/'ʌltimət/"
"umbrella","伞","n.","/ʌm'brelə/"
"unanimous","""""a.全体一致的,一致同意的""""","","/ju:'næniməs/"
"uncle","伯父，叔父，舅父，姑父，姨父","n.","/'ʌŋkl/"
"under","在…下面； 在…以下 ad.在下面；少于","prep.","/'ʌndə/"
"underground","地下的;秘密的 n.地铁 ad.在地下","a.","/'ʌndəɡraund/"
"uniform","""""n.制服,军服 a.相同的,一律的""""","","/'ju:nifɔ:m/"
"unify","""""v.使联合,统一;使相同,使一致""""","","/'ju:nifai/"
"union","""""n.联合,团结;联盟,联邦;协会,社团;和谐""""","","/'ju:niən/"
"unique","""""a.唯一的,独一无二的""""","","/ju:'ni:k/"
"unit","""""n.单位,单元;部件,元件;机组,装置""""","","/'ju:nit/"
"unite","""""vi.联合,团结;统一,合并vt.使联合""""","","/ju:'nait/"
"unity","""""n.团结;统一,一致,整体""""","","/'ju:niti/"
"universe","""""n.宇宙,万物""""","","/'ju:nivə:s/"
"unless","除非 prep.除…外","conj.","/ən'les/"
"up","向上，...起来；...完；起床 prep.向上","ad.","/ʌp/"
"uphold","""""vt.支持,赞成;举起;坚持""""","","/ʌp'həuld/"
"upon","在…上；在…旁 [=on]","prep.","/ə'pɔn/"
"upper","""""a.上面的;上部的,较高的""""","","/'ʌpə/"
"uproar","""""n.骚动,喧嚣,鼎沸""""","","/'ʌprɔ:/"
"upstairs","向楼上;在楼上;上楼 ad.楼上的","ad.","/'ʌp'stεəz/"
"up-to-date","现代化的，最新的；跟上时代的","a.","/'ʌptə'deit/"
"upward","""""a.向上的,上升的 ad.向上""""","","/'ʌpwəd/"
"urban","""""a.城市的, 市内的""""","","/'ə:bən/"
"urge","""""vt.催促;怂恿;强调 n.强烈欲望,迫切要求""""","","/ə:dʒ/"
"urgent","急迫的，紧要的，紧急的","a.","/'ə:dʒənt/"
"us","我们(we的宾格形式)","pron.","/ʌs/"
"usage","使用，用法；习惯，习俗；惯用法","n.","/'ju:zidʒ/"
"use","使/应用；用法/途；益/用处 vt.用；消耗","n.","/ju:z/"
"used","用旧了的，旧的；习惯于…；过去惯/经常","a.","/ju:zd/"
"useful","有用的，实用的；有益的，有帮助的","a.","/'ju:sful/"
"usual","""""a.通常的,平常的""""","","/'ju:ʒuəl/"
"utilize","利用","vt.","/'ju:tilaiz/"
"utmost","""""a.最远的;极度的 n.极限,极度,最大可能""""","","/'ʌtməust/"
"utter","""""v.说,发出(声音) a.彻底的,完全的""""","","/'ʌtə/"
"vacant","""""a.空的,未占用的;空缺的;神情茫然的""""","","/'veikənt/"
"vacation","""""n.休假,假期""""","","/və'keiʃən/"
"vacuum","""""n.真空,真空吸尘器""""","","/'vækjuəm/"
"vague","""""a.不明确的,含糊的,暧昧的""""","","/veiɡ/"
"vain","""""a.徒劳的,徒然的;自负的,爱虚荣的""""","","/vein/"
"valid","有效的;有根据的;正当的","a.","/'vælid/"
"valley","(山)谷;流域","n.","/'væli/"
"valuable","""""a.贵重的,有价值的 n.(pl.)贵重物品,财宝""""","","/'væljuəbl/"
"value","""""n.价格;价值;实用性 v.评价,估价;尊重""""","","/'vælju:/"
"valve","""""n.阀;(英)电子管,真空管;(心脏的）瓣膜""""","","/vælv/"
"van","有篷汽车;有篷货运车厢","n.","/væn/"
"vanish","突然不见;消失","vi.","/'væniʃ/"
"vanity","""""n.虚荣心,浮华""""","","/'vænəti/"
"vapour","(vapor)汽，(水)蒸气","n.","/'veipə/"
"variable","易变的;可变的;变量的 n.变量","a.","/'vεəriəbl/"
"variety","""""n.种种,多种多样;种类,品种""""","","/və'raiəti/"
"various","各种各样的;不同的","a.","/'vεəriəs/"
"vary","""""vt.改变,变化;使多样化""""","","/'vεəri/"
"vegetable","""""n.蔬菜,植物 a.植物的,蔬菜的""""","","/'vedʒitəbl/"
"veil","""""n.面纱,遮蔽物 v.用面纱掩盖,掩饰""""","","/veil/"
"vein","血管;静脉;叶脉;纹理;情绪 vt.使成脉络","n.","/vein/"
"velocity","""""n.速度,速率""""","","/vi'lɔsəti/"
"velvet","""""n.丝绒,天鹅绒 a.丝绒制的,柔软的""""","","/'velvit/"
"ventilate","使通风;给…装通风设备","vt.","/'ventileit/"
"venture","""""v.冒险,拼;大胆表示 n.冒险事业,拼,闯""""","","/'ventʃə/"
"verb","动词","n.","/və:b/"
"verbal","""""a.用言辞的,用文字的;口头的;动词的""""","","/'və:bəl/"
"verdict","""""n.(陪审团的)裁决,判决；判断；定论""""","","/'və:dikt/"
"verge","""""n.边,边缘 v.濒临""""","","/və:dʒ/"
"verify","""""vt.证实,查证;证明""""","","/'verifai/"
"versatile","""""a.通用的;多才多艺的,多方面的""""","","/'və:sətail/"
"verse","""""n.韵文,诗;诗节,诗句""""","","/və:s/"
"version","""""n.版本;译本,译文;说法""""","","/'və:ʃən/"
"versus","""""prep.(vs.)…对…(在诉讼,比赛等);与…相对""""","","/'və:səs/"
"vertical","""""a.垂直的,竖的 n.垂线""""","","/'və:tikəl/"
"very","很，非常；完全 a.正是的；真正，真实的","ad.","/'veri/"
"vessel","""""n.容器,器皿;船,舰;管,血管""""","","/'vesəl/"
"vest","""""n.背心,马甲;汗衫,内衣""""","","/vest/"
"veteran","""""n.老手,老兵""""","","/'vetərən/"
"veto","/v.否决","n.","/'vi:təu/"
"via","经；通过；凭借","prep.","/'vaiə/"
"vibrate","""""v.(使)振动,(使)摇摆；受…而感动""""","","/vai'breit/"
"vice","""""n.邪恶;恶习;(pl.)台钳,老虎钳""""","","/vais/"
"vicinity","""""n.邻近,附近""""","","/vi'sinəti/"
"vicious","""""a.恶毒的,凶残的,邪恶的""""","","/'viʃəs/"
"victim","""""n.牺牲品,受害者""""","","/'viktim/"
"victory","胜利","n.","/'viktəri/"
"video","""""n.电视,视频;录像 a.电视的,视频的;录像的""""","","/'vidiəu/"
"view","视野;风景;观察;见解;照片 vt.观察;认为","n.","/vju:/"
"viewpoint","观点","n.","/'vju:pɔint/"
"vigorous","""""a.朝气蓬勃的,精力旺盛的""""","","/'viɡərəs/"
"village","""""n.村,村庄""""","","/'vilidʒ/"
"vinegar","醋","n.","/'viniɡə/"
"violate","违背;冒犯;妨碍;侵犯;亵渎(圣物)","vt.","/'vaiəleit/"
"violence","""""n.猛烈,强烈;暴力,暴行;强暴""""","","/'vaiələns/"
"violent","""""a.猛烈的,激烈的;暴力引起的,强暴的""""","","/'vaiələnt/"
"violet","""""n.紫罗兰,紫色 a.紫色的""""","","/'vaiələt/"
"virgin","处女 a.处女的;纯洁的;原始的;未使用的","n.","/'və:dʒin/"
"virtual","""""a.实际上的,事实上的""""","","/'və:tʃuəl/"
"virtue","""""n.德行,美德;贞操;优点;功效,效力""""","","/'və:tju:/"
"virus","""""n.病毒;(精神,道德方面的)有害影响""""","","/'vaiərəs/"
"visa","(护照等的)签证;维萨信用卡 vt.签证","n.","/'vi:zə/"
"visible","""""a.看得见的, 明显的, 显著的""""","","/'vizəbl/"
"vision","""""n.视力,视觉;远见;洞察力;幻想,幻影;想象力""""","","/'viʒən/"
"visit","""""n.访问,参观 v.访问,参观;视察;降临;闲谈""""","","/'vizit/"
"visitor","""""n.访问者,客人,来宾,参观者""""","","/'vizitə/"
"visual","""""a.看的,看得见的;视觉的""""","","/'vizjuəl/"
"vital","""""a.生死攸关的,重大的;生命的,生机的""""","","/'vaitəl/"
"vitamin","维生素","n.","/'vitəmin/"
"vivid","""""a.鲜艳的;生动的,栩栩如生的""""","","/'vivid/"
"vocabulary","""""n.词汇,词汇量;词汇表""""","","/vəu'kæbjuləri/"
"vocal","声音的;有声的;歌唱的 n.元音;声乐作品","a.","/'vəukəl/"
"vocation","职业;召唤;天命;天职;才能","n.","/vəu'keiʃən/"
"voice","""""n.声音;嗓音;发音能力;意见,发言权;语态""""","","/vɔis/"
"void","空虚的;没有的;无效的","a.","/vɔid/"
"volcano","火山","n.","/vɔl'keinəu/"
"volleyball","排球","n.","/'vɔlibɔ:l/"
"volt","伏特","n.","/vɔlt/"
"voltage","电压","n.","/'vəultidʒ/"
"volume","""""n.容积,体积;卷,册;音量""""","","/'vɔlju:m/"
"voluntary","""""a.自愿的,志愿的""""","","/'vɔləntəri/"
"vote","""""n.投票,表决;选票,选票数 v.投票,表决""""","","/vəut/"
"vowel","""""n.元音,元音字母""""","","/'vauəl/"
"voyage","航海;航行;旅行","n.","/'vɔiidʒ/"
"vulgar","粗俗的，庸俗的，本土的，通俗的，普通的","a.","/'vʌlɡə/"
"vulnerable","易受攻击的","a.","/'vʌlnərəbl/"
"wage","""""n.(常pl.)工资,报酬 vt.进行,开展""""","","/weidʒ/"
"wagon","""""n.运货马车,运货车;敞蓬车厢""""","","/'wæɡən/"
"waist","""""n.腰,腰部""""","","/weist/"
"wait","(for)等待；(on)侍候 n.等候，等待时间","v.","/weit/"
"waiter","""""n.侍者,服务员""""","","/weitə/"
"waitress","""""n.女侍者,女服务员""""","","/'weitris/"
"wake","""""v.醒来,唤醒;使觉醒,激发,引起""""","","/weik/"
"waken","""""v.醒,弄醒,唤醒""""","","/'weikən/"
"walk","走，步行，散步；走遍 n.走，步行，散步","v.","/wɔ:k/"
"wall","墙，壁，围墙vt.筑墙围住，用墙隔开","n.","/wɔ:l/"
"wallet","""""n.皮夹,钱包""""","","/'wɔlit/"
"wander","""""v.漫步,徘徊;迷路,迷失方向;离题""""","","/'wɔndə/"
"war","战争(状态)；冲突 vi.作战","n.","/wɔ:/"
"ward","病房;行政区;监护;被监护人 vt.挡住","n.","/wɔ:d/"
"wardrobe","""""n.衣柜,衣厨;衣服;行头;剧装""""","","/'wɔ:drəub/"
"warfare","战争(状态);斗争;冲突","n.","/'wɔ:fεə/"
"warm","温暖的，热心的，热情的  v.(使)变暖","a.","/wɔ:m/"
"warmth","""""n.暖和,温暖;热心,热情""""","","/wɔ:mθ/"
"warn","警告 vi.发出警告","vt.","/wɔ:n/"
"waste","浪费 a.无用的;荒芜的 n.浪费;废物","v.","/weist/"
"watt","""""n.瓦,瓦特""""","","/wɔt/"
"wave","""""n.波浪;(挥手)示意;飘扬 v.(挥手)示意,致意""""","","/weiv/"
"wax","""""n.蜡,蜂蜡 v.打蜡""""","","/wæks/"
"way","道路，路程；方法/式，手段；习惯；状态","n.","/wei/"
"we","．我们<主格>","pron","/wi:弱 wi/"
"weak","""""a.虚弱的,软弱的;不够标准的;淡薄的,稀的""""","","/wi:k/"
"wealth","""""n.财富,财产;大量""""","","/welθ/"
"wealthy","""""a.富有的,丰裕的,充分的 n.富人,有钱人""""","","/'welθi/"
"weapon","""""n.武器,兵器""""","","/'wepən/"
"wear","穿着，戴着；磨损，用旧 n.穿，戴；磨损","v.","/'wεə/"
"weary","""""a.疲倦的;令人厌烦的 v.使疲倦,使厌倦""""","","/'wiəri/"
"weather","""""n.天气,气象""""","","/'weðə/"
"weave","编(织) n.编织法，编织式样","v.","/wi:v/"
"web","""""n.网,蜘蛛网""""","","/web/"
"wedding","婚礼","n.","/'wediŋ/"
"wedge","""""n.楔,楔形 vt.楔牢,楔入,挤进""""","","/wedʒ/"
"weed","""""n.杂草,野草 v.除草,锄草""""","","/wi:d/"
"week","星期，周","n.","/wi:k/"
"weekday","""""n.平常日,工作日""""","","/'wi:kdei/"
"weekly","""""a.每星期的,一周的ad.每周一次 n.周刊,周报""""","","/'wi:kli/"
"weep","""""v.哭泣,流泪;滴下 n.哭泣""""","","/wi:p/"
"weigh","""""v.称…重量,称;重达;考虑,权衡""""","","/wei/"
"weight","""""n.重量;负荷,重担;重要性,分量;砝码,秤砣""""","","/weit/"
"weird","古怪的，离奇的；怪诞的，神秘而可怕的","a.","/wiəd/"
"welcome","欢迎 a.受欢迎的 vt./n.欢迎；迎接","int.","/'welkəm/"
"weld","""""v.焊接 n.焊接,焊缝""""","","/weld/"
"welfare","福利；幸福；福利事业","n.","/'welfεə/"
"well","好，令人满意地；很 int.哎呀，好啦，嗯","ad.","/wel/"
"well-known","""""a.有名的,著名的""""","","/'wel'nəun/"
"west","""""n./a.西,西方(的),西部(的) ad.向西""""","","/west/"
"western","""""a.西方的,西部的""""","","/'westən/"
"wet","""""a.湿的,潮湿的;有雨的,多雨的 v.弄湿,沾湿""""","","/wet/"
"whale","鲸；庞然大物","n.","/hweil/"
"wheat","小麦","n.","/hwi:t/"
"wheel","""""n.轮,车轮""""","","/hwi:l/"
"where","在哪/那里 conj./pron.哪里 conj.然而","ad.","/hwεə/"
"whereas","""""conj.而,却,反之""""","","/hwεə'æz/"
"wherever","""""conj.无论在哪里 ad.无论在哪里,究竟在哪里""""","","/hwεə'evə/"
"whether","是否，会不会，不管，无论","conj.","/'hweðə/"
"which","/pron.哪个，哪些；什么样的；那个，那些","a.","/hwitʃ/"
"whichever","""""pron./a.无论哪个,无论哪些""""","","/hwitʃ'evə/"
"while","当…的时候；而；虽然；尽管 n.一会儿","conj.","/hwail/"
"whip","""""n.鞭子;车夫 v.鞭打,抽打;突然移动""""","","/hwip/"
"whirl","""""v.(使)旋转,打转 n.旋转;-连串快速的活动""""","","/hwə:l/"
"whisky","威士忌酒","n.","/'hwiski/"
"whisper","""""v.耳语;私下说,偷偷告诉 n.耳语;传闻""""","","/'hwispə/"
"whistle","""""n.口哨,汽笛;口哨声,汽笛声 v.吹口哨;鸣笛""""","","/'hwisl/"
"white","白色的；苍白的；白种的 n.白色；白种人","a.","/hwait/"
"whoever","[引导名词从句]谁；无论谁；究竟是谁","pron.","/hu:'evə/"
"whole","全部 a.全体的；全部的；完整的；无缺的","n.","/həul/"
"wholesome","""""a.卫生的;有益的;健康的,有益健康的""""","","/'həulsəm/"
"wholly","""""ad.完全地,全部,一概""""","","/'həuli/"
"whose","谁的；哪(个)人的，那些(人)的","pron.","/hu:z/"
"why","/conj.为什么；…的理由 int.咳，哎呀","ad.","/hwai/"
"wicked","坏的;邪恶的;不道德的;恶劣的;淘气的","a.","/'wikid/"
"wide","宽阔的;睁大的;远离的 ad.广阔地;偏差地","a.","/waid/"
"widespread","""""a.分布广泛的,普遍的""""","","/'waid'spred/"
"widow","寡妇","n.","/'widəu/"
"wife","妻子，夫人，太太","n.","/waif/"
"wild","""""a.野性的,野生的;野蛮的;狂热的;荒芜的""""","","/waild/"
"willing","愿意的，乐意的，心甘情愿的","a.","/'wiliŋ/"
"win","获胜，赢 vt.赢得；在…中获胜 n.胜利","vi.","/win/"
"wind","""""n.风;气息 v.转动;缠绕;上发条,;蜿蜒而行""""","","/wind/"
"window","""""n.窗,窗口""""","","/'windəu/"
"wine","""""n.葡萄酒,果酒""""","","/wain/"
"wing","""""n.翅,翅膀;翼,机翼;派别 vt.装以翼""""","","/wiŋ/"
"wink","(使)眨眼；眨眼示意 n.眨眼；小睡，打盹","v.","/wiŋk/"
"winter","冬季，冬天","n.","/'wintə/"
"wipe","""""v./n.擦,揩,抹""""","","/waip/"
